Node	Cluster	Color	Origin
MYO9A	1	#D10505	Disease Gene
MYO9B	1	#D10505	Disease Gene
MYOD1	1	#D10505	Disease Gene
MYOG	1	#D10505	RWR Added
MYOM3	1	#D10505	RWR Added
MYSM1	1	#D10505	RWR Added
NAA10	1	#D10505	RWR Added
NAGLU	1	#D10505	Disease Gene
NARS1	1	#D10505	Disease Gene
NDRG1	1	#D10505	Disease Gene
NDUFAF1	1	#D10505	Disease Gene
NDUFS1	1	#D10505	RWR Added
NDUFS3	1	#D10505	RWR Added
NDUFS7	1	#D10505	RWR Added
NEFL	1	#D10505	Disease Gene
NEFM	1	#D10505	RWR Added
NEK1	1	#D10505	Disease Gene
NEK6	1	#D10505	RWR Added
NEK9	1	#D10505	Disease Gene
NEURL4	1	#D10505	RWR Added
NFKB2	1	#D10505	RWR Added
NGF	1	#D10505	Disease Gene
NIPA1	1	#D10505	Disease Gene
NIT1	1	#D10505	RWR Added
NKX6-2	1	#D10505	Disease Gene
NMNAT2	1	#D10505	Disease Gene
NOP56	1	#D10505	Disease Gene
NPM3	1	#D10505	RWR Added
NPPA	1	#D10505	Disease Gene
NPTX1	1	#D10505	Disease Gene
NR2C2AP	1	#D10505	RWR Added
NRXN1	1	#D10505	RWR Added
NSUN3	1	#D10505	Disease Gene
NT5C2	1	#D10505	Disease Gene
NTRK1	1	#D10505	Disease Gene
NTRK3	1	#D10505	RWR Added
NUP155	1	#D10505	Disease Gene
NUP88	1	#D10505	Disease Gene
OBSCN	1	#D10505	RWR Added
OCIAD1	1	#D10505	RWR Added
OPA1	1	#D10505	Disease Gene
OPA3	1	#D10505	RWR Added
OPTN	1	#D10505	Disease Gene
OR51I2	1	#D10505	RWR Added
ORAI1	1	#D10505	Disease Gene
OSTF1	1	#D10505	RWR Added
OXR1	1	#D10505	RWR Added
PABPN1	1	#D10505	Disease Gene
PAFAH1B1	1	#D10505	RWR Added
PARN	1	#D10505	RWR Added
PARP1	1	#D10505	RWR Added
PAX7	1	#D10505	Disease Gene
PCNA	1	#D10505	Disease Gene
PCYT2	1	#D10505	Disease Gene
PDE4DIP	1	#D10505	RWR Added
PDK1	1	#D10505	RWR Added
PDK3	1	#D10505	Disease Gene
PDLIM3	1	#D10505	RWR Added
PDLIM5	1	#D10505	RWR Added
PDYN	1	#D10505	Disease Gene
PEX10	1	#D10505	RWR Added
PEX7	1	#D10505	Disease Gene
PFN1	1	#D10505	Disease Gene
PGAM2	1	#D10505	Disease Gene
PGK1	1	#D10505	Disease Gene
PGM1	1	#D10505	Disease Gene
PHKA1	1	#D10505	Disease Gene
PHOX2A	1	#D10505	Disease Gene
PHYH	1	#D10505	Disease Gene
PI4KA	1	#D10505	Disease Gene
PIEZO2	1	#D10505	Disease Gene
PIGK	1	#D10505	Disease Gene
PIK3CB	1	#D10505	RWR Added
PIK3R5	1	#D10505	RWR Added
PIM3	1	#D10505	RWR Added
PINX1	1	#D10505	RWR Added
PIP5K1C	1	#D10505	Disease Gene
PITRM1	1	#D10505	Disease Gene
PKM	1	#D10505	RWR Added
PKP2	1	#D10505	Disease Gene
PLA2G15	1	#D10505	RWR Added
PLA2G6	1	#D10505	RWR Added
PLCE1	1	#D10505	RWR Added
PLD3	1	#D10505	Disease Gene
PLIN4	1	#D10505	Disease Gene
PLN	1	#D10505	Disease Gene
PLS3	1	#D10505	RWR Added
PLXNB1	1	#D10505	RWR Added
PMP2	1	#D10505	Disease Gene
PMP22	1	#D10505	Disease Gene
PMPCA	1	#D10505	Disease Gene
PNCK	1	#D10505	RWR Added
PNKP	1	#D10505	Disease Gene
PNPLA2	1	#D10505	Disease Gene
PNPLA6	1	#D10505	Disease Gene
PNPLA8	1	#D10505	Disease Gene
POGLUT1	1	#D10505	Disease Gene
POLG2	1	#D10505	Disease Gene
PPCS	1	#D10505	Disease Gene
PPIP5K1	1	#D10505	RWR Added
PPM1B	1	#D10505	RWR Added
PPP1CA	1	#D10505	RWR Added
PPP1R27	1	#D10505	RWR Added
PPP1R3A	1	#D10505	RWR Added
PPP1R3F	1	#D10505	RWR Added
PPP2R2B	1	#D10505	Disease Gene
PPP4R2	1	#D10505	RWR Added
PRDM12	1	#D10505	Disease Gene
PRDM16	1	#D10505	Disease Gene
PRDX3	1	#D10505	Disease Gene
PREPL	1	#D10505	Disease Gene
PRKAA2	1	#D10505	RWR Added
PRKCA	1	#D10505	RWR Added
PRKCG	1	#D10505	Disease Gene
PRPH	1	#D10505	Disease Gene
PRPS1	1	#D10505	Disease Gene
PRUNE1	1	#D10505	Disease Gene
PRX	1	#D10505	Disease Gene
PSAP	1	#D10505	RWR Added
PSAT1	1	#D10505	Disease Gene
PSEN1	1	#D10505	Disease Gene
PSEN2	1	#D10505	Disease Gene
PTGIR	1	#D10505	RWR Added
PTPDC1	1	#D10505	RWR Added
PTRH2	1	#D10505	Disease Gene
PUM1	1	#D10505	Disease Gene
PWWP3A	1	#D10505	RWR Added
R3HDM4	1	#D10505	RWR Added
RAB7A	1	#D10505	Disease Gene
RABGAP1L	1	#D10505	RWR Added
RAF1	1	#D10505	Disease Gene
RAN	1	#D10505	RWR Added
RANBP6	1	#D10505	RWR Added
RASSF5	1	#D10505	RWR Added
RBCK1	1	#D10505	Disease Gene
RBFOX1	1	#D10505	RWR Added
RBM20	1	#D10505	Disease Gene
RBM3	1	#D10505	RWR Added
RBM7	1	#D10505	Disease Gene
RCAN2	1	#D10505	RWR Added
REEP2	1	#D10505	Disease Gene
RER1	1	#D10505	RWR Added
RETREG1	1	#D10505	Disease Gene
RFC1	1	#D10505	Disease Gene
RGS16	1	#D10505	RWR Added
RHOB	1	#D10505	RWR Added
RILPL1	1	#D10505	Disease Gene
RLF	1	#D10505	RWR Added
RNASEH1	1	#D10505	Disease Gene
RNF170	1	#D10505	Disease Gene
RNF216	1	#D10505	Disease Gene
RNF220	1	#D10505	Disease Gene
RNF31	1	#D10505	RWR Added
RNF4	1	#D10505	RWR Added
RNU12	1	#D10505	Disease Gene
RPH3A	1	#D10505	Disease Gene
RRM2B	1	#D10505	Disease Gene
RTN2	1	#D10505	Disease Gene
RTN4	1	#D10505	RWR Added
RUBCN	1	#D10505	Disease Gene
RXYLT1	1	#D10505	Disease Gene
RYR2	1	#D10505	Disease Gene
RYR3	1	#D10505	Disease Gene
SAMD9L	1	#D10505	Disease Gene
SARS1	1	#D10505	Disease Gene
SBF1	1	#D10505	Disease Gene
SBF2	1	#D10505	Disease Gene
SCN11A	1	#D10505	Disease Gene
SCN1B	1	#D10505	Disease Gene
SCN2A	1	#D10505	Disease Gene
SCN2B	1	#D10505	Disease Gene
SCN3B	1	#D10505	Disease Gene
SCN4B	1	#D10505	Disease Gene
SCN8A	1	#D10505	RWR Added
SCO1	1	#D10505	RWR Added
SCRN1	1	#D10505	RWR Added
SCYL1	1	#D10505	Disease Gene
SELENOI	1	#D10505	Disease Gene
SEPT9	1	#D10505	Disease Gene
SGCE	1	#D10505	Disease Gene
SGPL1	1	#D10505	Disease Gene
SGSM2	1	#D10505	RWR Added
SH3BP4	1	#D10505	RWR Added
SH3TC2	1	#D10505	Disease Gene
SIL1	1	#D10505	Disease Gene
SIRT1	1	#D10505	RWR Added
SLC12A6	1	#D10505	Disease Gene
SLC16A1	1	#D10505	Disease Gene
SLC18A3	1	#D10505	Disease Gene
SLC1A3	1	#D10505	Disease Gene
SLC22A5	1	#D10505	Disease Gene
SLC25A1	1	#D10505	Disease Gene
SLC25A20	1	#D10505	Disease Gene
SLC25A22	1	#D10505	RWR Added
SLC25A26	1	#D10505	Disease Gene
SLC25A42	1	#D10505	Disease Gene
SLC25A46	1	#D10505	Disease Gene
SLC26A2	1	#D10505	RWR Added
SLC2A1	1	#D10505	RWR Added
SLC33A1	1	#D10505	Disease Gene
SLC3A1	1	#D10505	RWR Added
SLC44A2	1	#D10505	RWR Added
SLC50A1	1	#D10505	RWR Added
SLC52A2	1	#D10505	Disease Gene
SLC52A3	1	#D10505	Disease Gene
SLC8A2	1	#D10505	RWR Added
SLC9A1	1	#D10505	Disease Gene
SLC9A3R1	1	#D10505	Disease Gene
SLC9A7	1	#D10505	RWR Added
SLN	1	#D10505	RWR Added
SMARCD1	1	#D10505	RWR Added
SMC4	1	#D10505	RWR Added
SMCHD1	1	#D10505	Disease Gene
SMPD4	1	#D10505	Disease Gene
SNAP25	1	#D10505	Disease Gene
SNX14	1	#D10505	Disease Gene
SORCS1	1	#D10505	RWR Added
SORT1	1	#D10505	RWR Added
SOST	1	#D10505	RWR Added
SPATA6	1	#D10505	RWR Added
SPEG	1	#D10505	Disease Gene
SPINK7	1	#D10505	RWR Added
SPTBN2	1	#D10505	Disease Gene
SPTBN4	1	#D10505	Disease Gene
SPTLC2	1	#D10505	Disease Gene
SRPK2	1	#D10505	RWR Added
STAT5B	1	#D10505	RWR Added
STATH	1	#D10505	RWR Added
STIM1	1	#D10505	Disease Gene
STIP1	1	#D10505	RWR Added
STRAP	1	#D10505	RWR Added
STUB1	1	#D10505	Disease Gene
SUCLG1	1	#D10505	Disease Gene
SUMO2	1	#D10505	RWR Added
SURF1	1	#D10505	Disease Gene
SYNE2	1	#D10505	Disease Gene
SYNGR1	1	#D10505	RWR Added
SYNPO	1	#D10505	RWR Added
SYNPO2L	1	#D10505	RWR Added
SYPL2	1	#D10505	RWR Added
SYT14	1	#D10505	Disease Gene
SYT16	1	#D10505	RWR Added
TAB1	1	#D10505	RWR Added
TAFA5	1	#D10505	RWR Added
TAGLN2	1	#D10505	RWR Added
TARDBP	1	#D10505	Disease Gene
TAZ	1	#D10505	Disease Gene
TBK1	1	#D10505	Disease Gene
TBP	1	#D10505	Disease Gene
TBX15	1	#D10505	RWR Added
TCEAL4	1	#D10505	RWR Added
TDP2	1	#D10505	Disease Gene
TECPR2	1	#D10505	Disease Gene
TECR	1	#D10505	RWR Added
TECRL	1	#D10505	Disease Gene
TGFB3	1	#D10505	Disease Gene
TGM6	1	#D10505	Disease Gene
TGOLN2	1	#D10505	RWR Added
THG1L	1	#D10505	Disease Gene
TIMM10	1	#D10505	RWR Added
TIMM22	1	#D10505	Disease Gene
TJAP1	1	#D10505	RWR Added
TJP1	1	#D10505	RWR Added
TMEM120A	1	#D10505	RWR Added
TMEM126B	1	#D10505	Disease Gene
TMEM168	1	#D10505	Disease Gene
TMEM240	1	#D10505	Disease Gene
TMEM63C	1	#D10505	Disease Gene
TMEM65	1	#D10505	Disease Gene
TMPO	1	#D10505	Disease Gene
TNPO3	1	#D10505	Disease Gene
TOM1L2	1	#D10505	RWR Added
TOMM70	1	#D10505	Disease Gene
TOP3A	1	#D10505	Disease Gene
TOR1A	1	#D10505	Disease Gene
TPP1	1	#D10505	Disease Gene
TPPP	1	#D10505	RWR Added
TRAPPC2L	1	#D10505	Disease Gene
TRIM2	1	#D10505	Disease Gene
TRIM24	1	#D10505	RWR Added
TRIM3	1	#D10505	RWR Added
TRIM45	1	#D10505	RWR Added
TRIM72	1	#D10505	RWR Added
TRPC3	1	#D10505	Disease Gene
TSFM	1	#D10505	Disease Gene
TTBK2	1	#D10505	Disease Gene
TTC19	1	#D10505	RWR Added
TTPA	1	#D10505	Disease Gene
TTR	1	#D10505	Disease Gene
TUBB3	1	#D10505	Disease Gene
TUBB4A	1	#D10505	RWR Added
TUBG1	1	#D10505	RWR Added
TUSC3	1	#D10505	RWR Added
TYMP	1	#D10505	Disease Gene
UBA1	1	#D10505	Disease Gene
UBA5	1	#D10505	Disease Gene
UBAP1	1	#D10505	Disease Gene
UBQLN2	1	#D10505	Disease Gene
UBR4	1	#D10505	RWR Added
UCHL1	1	#D10505	Disease Gene
UNC13A	1	#D10505	Disease Gene
UNK	1	#D10505	RWR Added
UQCRQ	1	#D10505	RWR Added
USP13	1	#D10505	RWR Added
USP9X	1	#D10505	RWR Added
VAMP2	1	#D10505	RWR Added
VAPB	1	#D10505	Disease Gene
VAT1L	1	#D10505	RWR Added
VCL	1	#D10505	Disease Gene
VEZF1	1	#D10505	Disease Gene
VGLL2	1	#D10505	RWR Added
VPS13D	1	#D10505	Disease Gene
VPS37A	1	#D10505	Disease Gene
VPS41	1	#D10505	Disease Gene
VWA1	1	#D10505	Disease Gene
VWA3B	1	#D10505	Disease Gene
WARS	1	#D10505	Disease Gene
WDR73	1	#D10505	Disease Gene
WNK1	1	#D10505	Disease Gene
WWOX	1	#D10505	Disease Gene
YAP1	1	#D10505	RWR Added
YARS	1	#D10505	Disease Gene
YARS1	1	#D10505	RWR Added
YARS2	1	#D10505	Disease Gene
YIPF5	1	#D10505	RWR Added
YWHAG	1	#D10505	RWR Added
ZBTB42	1	#D10505	Disease Gene
ZC4H2	1	#D10505	Disease Gene
ZDHHC2	1	#D10505	RWR Added
ZDHHC9	1	#D10505	RWR Added
ZFHX2	1	#D10505	Disease Gene
ZFYVE26	1	#D10505	Disease Gene
ZFYVE27	1	#D10505	Disease Gene
ZNF562	1	#D10505	RWR Added
ZNF596	1	#D10505	RWR Added
ZNF598	1	#D10505	RWR Added
ZNF652	1	#D10505	RWR Added
ZNF839	1	#D10505	RWR Added
